Book-Title,Book-Author
Fairest of Them All,Teresa Medeiros
The Moonstone (Time Passages Romance Series),Claire Cross
What to Do About Annie,Millie Criswell
Midnight on Julia Street,CIJI WARE
"At The Spaniard's Pleasure (Harlequin Presents, 2337)",Jacqueline Baird
"Wild Thing (Harlequin American Romance, No. 845)",Anne Stuart
Pride and Prejudice,Jane Austen
Surprised by Joy: The Shape of My Early Life,C. S. Lewis
Hour of the Hunter,J.A. Jance
"When I Dream Of You (The Windraven Legacy) (Special Edition, 1419)",Laurie Paige
101 Things to Do With a Cake Mix,Stephanie Dircks Ashcraft
House of Blues: A Skip Langdon Novel (Skip Langdon Novels (Paperback)),Julie Smith
Trophies and Dead Things,Marcia Muller
All I Know About Animal Behaviori Learned in Loehmans Dressing Room,Erma Bombeck
"Legends (Loveswept, No 395)",Deborah Smith
Roadside Geology of Washington (Roadside Geology Series),David D. Alt
Ethan Frome,Edith Wharton
Lord of Ice,Gaelen Foley
His Lady Bride:  Brothers in Arms,Shelley Bradley
Glory in Death,J. D. Robb
House of the Seven Gables,Nathaniel Hawthorne
Monkey Wrench Gang,Edward Abbey
HD: Holland Design--New Graphics,Not Applicable (Na )
"Dangerous Desires Collection (Too Wild To Wed, Montana Man, and Falling Angel)",Jayne Ann Krentz
The Captain's Ladies,Sandra Riley
Hearts Of Fire,Miranda Lee
Catilina's Riddle : A Novel of Ancient Rome (Roma Sub Rosa),Steven Saylor
Daybook: The Journey of an Artist,Anne Truitt
Reservation Road,John Burnham Schwartz
Headlock: A Novel,Adam Berlin
"Nkiri's Apprentice, How Hiruu Beelzubb learned to Speak",Ted Gouge
Chicken Poop for the Soul : Stories to Harden the Heart and Dampen the Spirit,David Fisher
WORLD ACCESS : The Handbook for Citizens of the Earth,Kathryn Petras
A Little Bit Married,Gail Parent
The Beacon Book of Quotations by Women,Rosalie Maggio
Hoppin' John's Lowcountry Cooking,John Martin Taylor
Aventure sans pareille d'un certain Hans Pfaall,Edgar-Allan Poe
Itaca Per Sempre,Luigi Malerba
"Magic Steps (The Circle Opens, Book 1)",Tamora Pierce
The Secret of Platform 13,Eva Ibbotson
Behind Enemy Lines: The True Story of a French Jewish Spy in Nazi Germany,Marthe Cohn
HT LIVE ANOTH PERS,David Viscott
Fenton's Winter,Ken McClure
Loving Che,Ana Menendez
The Final Hour,Albert Pecker
Pride and Prejudice (Oxford World's Classics),Jane Austen
A Midsummer Night's Dream (Dover Thrift Editions),William Shakespeare
The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy),R. A. Salvatore
The Icewind Dale Trilogy Collector's Edition (A Forgotten Realms(r) Omnibus),R. A. Salvatore
A Boy of Tache,Ann Blades
Odd fish and Englishmen,Sarah Francis
Thorn Rose (Picture Puffin S.),Brothers Grimm
Collins Book Bus: The Basket-maker's Donkey,Ginny Lapage
Portofino,Frank Schaeffer
The Other Side Of Dawn,John Marsden
"Star Wars: Episode II, Attack of the Clones (Jr. Novelization)",Patricia C. Wrede
Like Water in Wild Places,Pamela Jooste
Just Me and My Dad (Golden Look-Look Book),Mercer Mayer
31 Songs,Nick Hornby
The Repentant Morning,Chris Paling
Spilling the Beans on Making It in Music,Nik Kershaw
The Rose's Kiss,Peter Bernhardt
Hobson's Choice (Hereford Plays),Harold Brighouse
Sleeping Tiger,Rosamunde Pilcher
The Power of One,Bryce Courtenay
"Healthy Parenting: How Your Upbringing Influences the Way You Raise Your Children, and What You Can Do to Make It Better for Them",Janet G. Woititz
Women and the Blues: Passions That Hurt Passions That Heal,Jennifer James
Getting to yes: Negotiating agreement without giving in,Roger Fisher
The One Minute Manager Anniversary Ed : The World's Most Popular Management Method,Kenneth H. Blanchard
"HOW TO STOP WORRYING, REVISED",Dale Carnegie
Strip Tease,Carl Hiaasen
Splinters,Erica Heller
Winning at Work Without Losing at Love,Stephen Arterburn
"Sharkproof: Get the Job You Want, Keep the Job You Love...in Today's Frenzied Job Market",Harvey B. Mackay
Grandparenting Redefined: Guidance for Today's Changing Family,Rne M. Endicott
The Proud and the Free,Janet Dailey
Speak to the Earth : Pages from a Farmwife's Journal,Rachel Peden
Little House on the Freeway,Tim Kimmel
The Money Diet: Reaping the Rewards of Financial Fitness,Ginger Applegarth
YOU CAN MAKE IT HAPPEN : A NINE STEP PLAN FOR SUCCESS,Stedman Graham
More: The Rediscovery of American Common Sense,R.Q. Armington
Andersonville,MacKinlay Kantor
The Spell of the Black Dagger (Legends of Ethshar),"Watt-Evans, Lawrence"
Early Grrrl : The Early Poems of Marge Piercy,Marge Piercy
"CHOCOLATE FOR A WOMAN'S HEART &amp; SOUL : STORIES OF LOVE, COURAGE, AND COMPASSION TO NOURISH YOUR SPIRIT AND SWEETEN YOUR DREAMS",Kay Allenbaugh
I Am the Cheese (Laurel-Leaf Library),ROBERT CORMIER
The Mummy or Ramses the Damned,Anne Rice
Rascals in Paradise,JAMES A. MICHENER
Crabby Crab,Ruth I. Howard
Mrs. Jeffries on the Trail,Emily Brightwell
Mrs. Jeffries and the Missing Alibi,Emily Brightwell
Death by Jury: An Alo Nudger Mystery,John Lutz
Seeing Is Deceiving: A Phoebe Fairfax Mystery (Phoebe Fairfax Mystery),Suzanne North
Break in,Dick Francis
Corgiville Fair,Tasha Tudor
Holy Terrors (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim
Mrs. Jeffries Pleads Her Case (Victorian Mysteries),Emily Brightwell
Elmo's Little Playhouse (Board Book),Anna Ross
The Price : A Novel,Joan Johnston
Free Love,Annette Meyers
When We Were Real,William Barton
Indemnity Only (V.I. Warshawski Novels (Paperback)),Sara Paretsky
A Conventional Corpse : A Claire Malloy Mystery (A Claire Malloy Mystery),Joan Hess
Meteors in August: A Novel,Melanie Rae Thon
Ritual,William Heffernan
Humans,Donald E. Westlake
"Family Next Door (Count On A Cop) (Superromance , No 789)",Claire M. Johnson
Catamount (Roc Fantasy),Michael Peak
The Russian Tea Room: A Tasting,Faith Stewart-Gordon
Fault Lines,Anne Rivers Siddons
The Sweet Forever,George P. Pelecanos
John Henry Days,Colson Whitehead
Little Green Men : A Novel,Christopher Buckley
Ship of Gold in the Deep Blue Sea,Gary Kinder
Bone by Bone,Peter Matthiessen
"The Best of Everything (Ellis, Jana. Merivale Mall, 2.)",Jana Ellis
"\L\"" Word (Love Stories Super #8)""",Lynn Mason
Unicorns,Jack Dann
The Legend of Tarik,Walter Dean Myers
Chase the Dawn,Kay McMahon
Marriage by Design,Jill Metcalf
The Raven and the Rose,Susan Wiggs
The Look-It-Up Book of Presidents (Look-It-Up Books),WYATT BLASSINGAME
The Boyfriend (Point),R. L. Stine
"Stacey and the Mystery at the Mall (Baby-Sitters Club Mystery, 14)",Ann M. Martin
Ashes in the Wind,Kathleen E. Woodiwiss
The Wilder Sisters,Jo-Ann Mapson
Great Law &amp; Order Stories,John Clifford Mortimer
Memoirs,Tennessee Williams
Peter the Great: His Life and World,Robert K. Massie
Picasso: Creator and Destroyer,Arianna Stassinopoulos Huffington
"Clap Hands, Here Comes Charlie",Brian Freemantle
"MIRROR DANCE (Bujold, Lois Mcmaster. Vorkosigan Adventure.)",Lois McMaster Bujold
"Echoes of Honor (Honor Harrington Series, Book 8)",David Weber
Clockwise: A Screenplay (A Methuen paperback),Michael Frayn
Arrow from Earth,F.M. Busby
Slow Freight,F.M. Busby
Come to Grief,Dick Francis
World Radio TV Handbook 1993 (World Radio &amp; TV Handbook),Andrew G. Sennitt
Wired - A Romance,Gary Wolf
Mary Engelbreit'S Words To Live By,Mary Engelbreit
Perfect Enough: Carly Fiorina and the Reinvention of Hewlett-Packard,George Anders
TELECOSM: How Infinite Bandwidth will Revolutionize Our World,George Gilder
Roland,Ben Jonjak
Anyway: The Paradoxical Commandments: Finding Personal Meaning in a Crazy World,Kent M. Keith
The Owl's Song,Janet Campbell Hale
The Soul's Code: In Search of Character and Calling,James Hillman
"Dictionary of the Khazars, Female",Milorad Pavic
Las Aventuras De Tom Sawyer,Mark Twain
The Gay Science: With a Prelude in Rhymes and an Appendix of Songs,Friedrich Wilhelm Nietzsche
Les oiseaux dans mon jardin,Michael Lohmann
Vingt mille lieues sous les mers,Jules Verne
Une Journee Divan Denissovitch,A Soljenitsyne
Le roman de la momie,ThÃ?ÃÂ©ophile Gautier
"Les Enfants de NoÃ?ÃÂ©, en poche",Jean Joubert
Nouvelles Orientales,Marguerite Yourcenar
Madame Bovary,Gustave Flaubert
Manon Lescaut,Abbe Prevost
"Qui a peur du Tiers monde?: Rapports Nord-Sud, les faits (Points)",Jean Yves Carfantan
La jalousie,Alain Robbe-Grillet
Les Cles Du Royaume,Cronin
La course du liÃ?ÃÂ¨vre Ã?ÃÂ  travers les champs,SÃ?ÃÂ©bastien Japrisot
M.D,Yann AndrÃÂ©a
Les champs d'honneur,Jean Rouaud
Lete Meurtrier,Sebastien Japrisot
Corps cÃ?ÃÂ©leste,Anna Maria Ortese
Une jeune fille bien comme il faut,Ysabelle Lacamp
Capitale De La Douleur Suivi De Lamour L,P. Eluard
Pere Goriot,Honore De Balzac
Le Docteur Jivago,Boris Pasternak
La Reine Margot (World Classics),Alexandre Dumas
Un sac de billes,Joseph Joffo
"Les Pierres elfiques de Shannara : Shannara, tome 2",Terry Brooks
"Shannara, tome 1 : L'EpÃ?ÃÂ©e de Shannara",Terry Brooks
Les Fourberies De Scapin,Moliere
L' Assommoir,Emile Zola
La Peau De Chagrin (Garnier-Flammarion),Honore de Balzac
"Voyage Au Centre De La Terre (Fiction, Poetry and Drama)",Verne
Histoires (Folio),Jacques Prevert
Le Misanthrope,Moliere
Les Infortunes de la vertu,Donatien Alphonse FranÃ?ÃÂ§ois de Sade
Dominique,EugÃ?ÃÂ¨ne Fromentin
Candide,Voltaire
Bel Ami (Presses Pocket),Guy de Maupassat
"Le Chateau Des Carpathes (Fiction, Poetry and Drama)",Verne
Pialat,Pascal MÃ?ÃÂ©rigeau
"ArsÃ?ÃÂ¨ne Lupin, gentleman-cambrioleur",Maurice Leblanc
L'Enfant,Jules VallÃ?ÃÂ¨s
L'adieu a La Femme Sauvage,H Coulonges
La libÃÂ©ration des camps: Le dernier jour de notre mort,Christian Bernadac
Les Semailles Et Les Moissons 4: Tendre Et Violente Elisabeth,Troyat
"L'Esprit de famille, tome II : L'Avenir de Bernadette",Janine Boissard
"La Bicyclette bleue, tome 1",RÃ?ÃÂ©gine Deforges
Les Enfants Terribles,Jean Cocteau
Cinq petits cochons,Agatha Christie
Le Pere Goriot,Honore De Balzac
Les Petits Enfants Du Siecle,C. Rochefort
L'herbe Bleue: Journal Intime d'une Jeune Droguee (Journal d'une jeune fille de 15 ans),Anonyme
Le Voile Du Silence,Djura
"La Condition Humaine, texte intÃ?ÃÂ©gral, dossier",AndrÃ?ÃÂ© Malraux
Le fantÃ?ÃÂ´me de Canterville et autres contes,Oscar Wilde
Les Palombes Ne Passeront Plus,C Michelet
Colomba Et Autres Nouvelles,Merimee
Du Contrat Social,Jean-Jacques Rousseau
La Mouflette,Dorin Francoise
Ton chapeau au vestiaire,Nadine Trintignant
Chouans,Honore De Balzac
Le Ble En Herbe,Colette
L'Amour aveugle,Patrick Cauvin
Toujours plus,FranÃ?ÃÂ§ois de Closets
"L'Esprit de famille, tome VI : CÃ?ÃÂ©cile et son amour",Janine Boissard
Le voyageur magnifique,Yves Simon
Les Fleurs Du Mal (World Classics),Charles Baudelaire
Le Cinquieme Cavalier,Lapierre
TrÃ?ÃÂ©sor,Clive Cussler
Lorenzaccio (World Classics),Alfred De Musset
La Neige En Deuil,Troyat
"Op Center, tome 1",Tom Clancy
L'enfant Du Mont-Salvat,Bonnier
L'Huile sur le feu: Roman,Herve Bazin
MylÃ?ÃÂ¨ne Farmer de A Ã?ÃÂ  Z,Florence Rajon
"Psychometrer Eiji, tome 7",Masashi Asaki
Matilda,Roald Dahl
Le mal d'enfance,Claude Couderc
Autant En Emporte: Le Vent 3,Margaret Mitchell
"Autant en emporte le vent, tome 1",Margaret Mitchell
La Planete Des Singes: La Planete Des Singes,Boulle
Candide,Voltaire
"Personne n'est parfait, maman !",Thomas Saillofest
"Les naufragÃÂ©s de Dieu: Aventures d'un protestant et de ses compagnons exilÃÂ©s en deux ÃÂ®les dÃÂ©sertes de l'ocÃÂ©an Indien, 1690-1698 (D'ailleurs)",FranÃÂ§ois Le Guat
Les Pigeons de Notre-Dame,Patrick Virelles
La riviÃ?ÃÂ¨re EspÃ?ÃÂ©rance. 1,Christian Signol
The Seven Dials Mystery (St. Martin's Minotaur Mysteries),Agatha Christie
Molly Flanagan and the Holy Ghost,Margaret Skinner
Littlejohn (Vintage Contempories),Howard Owen
The Collected Stories,Reynolds Price
The Long Winter,Laura Ingalls Wilder
Wide Blue Yonder : A Novel,Jean Thompson
Jack and the Beanstalk (Little Castle Book),Beverly Burgess
"French Lessons: Adventures with Knife, Fork, and Corkscrew",Peter Mayle
One L : The Turbulent True Story of a First Year at Harvard Law School,Scott Turow
Cottage for Sale--Must Be Moved: A Woman Moves a House to Make a Home,Kate Whouley
"She Flew the Coop: A Novel Concerning Life, Death, Sex, and Recipes in Limoges, Louisiana",Michael Lee West
Them Bones : A Mystery from the Mississippi Delta,CAROLYN HAINES
On Bear Mountain: A Novel,Deborah Smith
Savannah Blues,Mary Kay Andrews
Tempting,Susan Johnson
Candles on Bay Street: A Novel,K. C. McKinnon
The Beach House,Georgia Bockoven
Sword and Sorceress X: An Anthology of Heroic Fantasy (Sword and Sorceress Short Fiction Anthology Series),Marion Zimmer Bradley
Manmade for Murder: A Mystery,David Burton
Murder on the Rocks,Jan B. Elliot
"Frankenstein, Dracula, Dr. Jekyll and Mr. Hyde",Bram Stoker
The Great IQ Puzzle Book : Over 600 New Brain-Teasing Puzzles,Philip Carter
"Many Rivers to Cross : Of Good Running Water, Native Trout, and the Remains Of Wilderness",M.r. Montgomery
The Portrait of a Lady,Henry James
Child of My Heart : A Novel,Alice McDermott
A Pocket Full of Rye (Miss Marple Mysteries (Paperback)),Agatha Christie
M Butterfly,David Henry Hwang
Spiders (Eyes On Nature),Jane Parker Resnick
Rocks and Minerals,Mary Packard
Our Favorite Creatures (Kratts' Creatures),Martin Kratt
Tuff,Paul Beatty
Valley of the Sun,LOUIS L'AMOUR
Horse Soldiers,Bill Pronzini
Getaway world,E. E. Smith
Beyond and back : those who died and lived to tell it,Ralph Wilkerson
"The Zenda Vendetta (Time Wars, No 4)",Simon Hawke
"The Nautilus Sanction (Time Wars, No. 5)",Simon Hawke
"The Khyber Connection (Time Wars, No. 6)",Simon Hawke
Prospects of England: Two Thousand Years Seen Through Twelve English Towns,Adam Nicolson
Fashion (A Crash Course),Andrew Tucker
"School of Fire (Starfist, No 2)",David Sherman
"Shipwrecked (Silhouette Desire, No. 721)",Jackie Merritt
"Babe In The Woods (Harlequin Desire, No. 566)",Jackie Merritt
The Right Choice (Romance),Catherine George
Ideas for Great Bathrooms (Ideas for Great),Sunset Books
Ortho's All About Bathroom Remodeling (Ortho's All About Home Improvement),Larry Hodgson
Bathrooms Planning &amp; Remodeling: Planning &amp; Remodeling (Southern Living (Paperback Sunset)),Scott Atkinson
"Steel Gauntlet (Starfist, No 3)",David Sherman
The Big Book of Life's Instructions: Simple Solutions for Complicated Lives,Sheree Bykofsky
All She Wants for Christmas (Enchanted),Liz Fielding
Man from the North Country,Laurie Paige
"Single, Sexy ... And Sold! (Bachelor Auction) (Harlequin Temptation, 721)",Vicki Lewis Thompson
United We Stand,Joan Croston
2041: Twelve Short Stories About the Future by Top Science Fiction Writers,Jane Yolen
CLASS : A GUIDE THROUGH THE AMERICAN STATUS SYSTEM,Paul Fussell
C.A.T. : Tower of Blood,Spike Andrews
"Thuvia, Maid of Mars (Martian Tales #4)",Edgar Rice Burroughs
Old Desires,Liz Fielding
"Man Alone (Morgans Mercenaries: Maveric Hearst, 50th Book) (Special Edition, 1357)",Lindsay McKenna
The Complete Home Organizer,Maxine Ordesky
Better Scrapbooking,Vanessa-Ann
Decorating Hints &amp; Tips: More Than 2000 Practical Solutions to Help You Improve Your Home,Julian Cassell
"Woman Of Innocence (Morgan'S Mercenaries: Destiny'S Women) (Silhouette Special Edition, No. 1442)",Lindsay Mckenna
When I See Your Face (The Windraven Legacy) (Silhouette 1408),Laurie Paige
Starfist Kingdom's Fury (Starfist (Paperback)),David Sherman
"Technokill (Starfist, Book 5)",David Sherman
Starfist: Hangfire : Book VI (Starfist (Paperback)),DAVID SHERMAN
"Kingdom's Swords (Starfist, 7)",David Sherman
ALTERNATIVES,Robert Adams
Cowboy On The Run (Worlds Most Eligible Bachelors) (Worlds Most Eligible Bachelors),Anne McAllister
Cowboys Are For Loving (The Cutlers Of Shady Lady Ranch) (Silhouette Yours Truly),Marie Ferrarella
Charmed Circle (Rosamunde Pilcher's Bookshelf),Barbara Whitnell
Life: World War 2: History's Greatest Conflict in Pictures,Richard B. Stolley
Garden of Queen Elizabeth the Queen Mother,Marchioness of Salisbury
"Finally Organized, Finally Free",Maria Gracia
War Brides,Lois Battle
The Internet for Genealogists: A Beginner's Guide (Internet for Genealogists),Barbara Renick
Postcards from World War II: Sights &amp; Sentiments from the Last Century (Postcards From...(Paperback)),Robynn Clairday
The Writer's Survival Manual,Carol Meyer
Beyond the Light,P. M. Atwater
GOOD ADVICE ON WRITING,William Safire
Resistance: A Novel,Anita Shreve
FBI UNDERCOVER: THE TRUE STORY OF SPECIAL AGENT MANDRAKE,Larry Wansley
Silver Winds,Gary McCarthy
"Just A Little Bit Pregnant? (Silhouette Desire, No 1134)",Eileen Wilks
Wrong Wife (Silhouette Desires),Eileen Wilks
"Cowboys Do It Best (Harlequin Silhouette Desire, No 1109)",Eileen Wilks
"Proposition:  Marriage (Silhouette Desire, 1239)",Eileen Wilks
"Big Sky Drifter (Harlequin Desire, No 1097)",Doreen Owens Malek
Lavender (The Little Scented Library),Joanna Sheen
"Cowboy Meets His Match (Matched In Montana) (Desire, 1299)",Megan McKinney
"Lawman Meets His Bride (Matched In Montana) (Intimate Moments, 1037)",Meagan McKinney
"Secret Daughter  (Christmas Arch/The Benning Legacy) (Silhouette Special Edition, 1218)",Jackie Merritt
"The Horseman's Convenient Wife (Harlequin American Romance, No. 838)",James Neff
"That Man Matthews (Home On The Ranch) (Harlequin Super Romance, No. 957)",Ann Evans
"Only Cowboy For Caitlin  (Family Arch) (Silhouette Special Editions, 1253)",Lois Faye Dyer
Bad Company,Jack Higgins
Quest Bowies Blade,J.T. Edson
Flash Gordon: Massacre in the Twenty-Second Century,David Hagberg
A Princess of Mars (Mars (del Rey Books Numbered)),Edgar Burroughs
Never Leave Me,Margaret Pemberton
Cynthia Hart's Scrapbook Workshop,Cynthia Hart
Almost Perfect,Denise Hampton
Past Times,Poul Anderson
The Good War: An Oral History of World War II,Studs Terkel
Darkness Falls from the Air,Nigel Balchin
How to Write and Sell Your First Novel,Oscar Collier
How to Write and Sell Historical Fiction,Persia Woolley
Creating Character Emotions,Ann Hood
The Writer's Digest Sourcebook for Building Believable Characters,Marc McCutcheon
Description (Elements of Fiction Writing),Monica Wood
Plot (The Elements of Fiction Writing Series),Ansen Dibell
"Beginnings, Middles, and Ends (The Elements of Fiction Writing)",Nancy Kress
Bride Goes West (Women of the West),Nannie T. Alderson
A Rogue's Pleasure,Hope Tarr
Boots &amp; Booties (By Request 3'S) (By Request 3's),Kristine Rolofson
Home Haircutting Made Easy,Victoria Wurdinger
The Albino Knife,Steve Perry
Maori,Alan Dean Foster
Currents of Space,Isaac Asimov
Lucky Starr: Book 1,Isaac Asimov
GAME OF EMPIRE,Poul Anderson
"Always in Style : The Revised Edition of the Acclaimed Classic on Creating Your Personal Style : Style, Bodyline, Wardrobe, Color, Hair, Make-Up",Doris Pooser
Into the Arms of Strangers : Stories of the Kindertransport,Deborah Oppenheimer
After You'd Gone,Maggie O'Farrell
Moll Flanders/the Fortunes and Misfortunes of the Famous,Daniel Defoe
"Husband Waiting To Happen (Intimate Moments , No 842)",Marie Ferrarella
"Long, Tall Temporary Husband (Silhouette Romance , No 1297)",Anne Ha
The Wrong Woman  (Twins),Linda Warren
"Big Sky Cowboy  (Montana Mavericks) (Silhouette Special Edition, No. 1491)",Jennifer Mikels
"Her Montana Man  (Montana Mavericks) (Silhouette Special Edition, 1483)",Laurie Paige
"Marked For Marriage (Montana Mavericks) (Silhouette Special Edition, No 1447)",Jackie Merritt
Mona Intercept,Donald Hamilton
The Legend of Ben Tree,Paul A. Hawkins
The Long Week-End: A Social History of Great Britain 1918-1939,Robert Graves
A History of Ireland,Mike Cronin
Never Love a Cowboy,Lorraine Heath
The Highly Selective Dictionary of Golden Adjectives: For the Extraordinary Literate,Eugene Ehrlich
Secret Knowledge: Rediscovering the Lost Techniques of the Old Masters,David Hockney
"Storybook Travels : From Eloise's New York to Harry Potter's London, Visits to 30 of the Best-LovedLandmarks in Children's Literature",COLLEEN DUNN BATES
The Dare (Berkley Sensation),Elda Minger
Home Safe Home: Protecting Yourself and Your Family from Everyday Toxics and Harmful Household Products in the Home,Debra Dadd-Redalia
War and Remembrance,Herman Wouk
Walking to Canterbury: A Modern Journey Through Chaucer's Medieval England,Jerry Ellis
Dual Image,Nora Roberts
The Day of the Storm,Rosamunde Pilcher
"Lucy, the beginnings of humankind",Donald C Johanson
Under the Stars and Bars (Floating Outfit Story),John Thomas Edson
Rogue of Publishers Row,Edward Uhlan
"Creed's Law (Anthem Family, No 5)",James Reno
The Elkhorn Marauders,Robert Kammen
Making a Literary Life: Advice for Writers and Other Dreamers,Carolyn See
Agatha Christie: An Autobiography,Agatha Christie
Fliers of Antares,Alan Burt Akers
Starship Troopers,Robert A. Heinlein
The Londoners (A Corgi book),Margaret Pemberton
Choosing Happiness: Keys to a Joyful Life,Alexandra Stoddard
Lillian Too's Feng Shui Success Secrets: Questions &amp; Answers from Aunt Agga,Lillian Too
"Chilton's Truck and Van Repair Manual, 1982-88 (Chilton's Truck &amp; Van Service Manual)",Alan F. Turner
The gate of time,Philip Jose Farmer
FOR KICKS,Dick Francis
Grammar for Grownups,Val Dumond
Doris Day Her Own Story,Hotchner                     Ae
The Best European Travel Tips 1994-1995,John Whitman
Green Ripper,John D Macdonald
Inseparable,Ann Major
Indiscreet (Loveswept),Peggy Webb
Haunted by Love (A Zebra Heartfire Historical Romance),Amber Kaye
"First - Class Father (Intrigue , No 482)",Charlotte Douglas
"Dedicated To Deirdre  (Butler County Brides) (Silhouette Desire, 1197)",Anne Marie Winston
Daughter of the Swan,Joan Juliet Buck
Blameless,Barbara Shapiro
"Back In Kansas (Harlequin Superromance, No 986)",Debra Salonen
An Improper Proposal,Patricia Cabot
"A Thousand Shall Fall (The Shiloh Legacy, Book 2)",Bodie Thoene
"Match For Morgan (The Cutlers Of The Shady Lady Ranch) (Silhouette Yours Truly : the Cutlers of the Shady Lady Ranch, No 52087)",Marie Ferrarella
Little Red Car in the Snow (Little Red Car Books),Mathew Price
Kiss of Fire,Wanda Owen
Lady'S Choice,Jayne Ann Krentz
"My Lady'S Desire (Harlequin Historical, No 409)",Claire Delacroix
The Art &amp; Craft of Novel Writing,Oakley M. Hall
Writing the Natural Way: Using Right Brain Techniques to Release Your Expressive Powers,Gabriele Lusser Rico
"Lyle Official Antiques Review 2000 (Lyle Official Antiques Review, 2000)",Anthony Curtis
Phyllis Fiarotta's Nostalgia crafts book,Phyllis Fiarotta
Night Moves,Heather Graham Pozzessere
Being Ok Just Isn't Enough: The Power of Self-Discovery (Lifestyle Series),Doris Wild Helmering
How Do I Feel?/Como me siento? (Great Beginnings),Pamela Cote
DK Readers: Disasters at Sea (Level 3: Reading Alone),Andrew Donkin
Rider of Lost Creek,Louis Lamour
Angel Letters,Sophy Burnham
How to sell every magazine article you write,Lisa Collier Cool
Legally Correct Fairy Tales,David Fisher
Wedding Belle  (Weddings Inc) (Yours Truly),Karen Templeton
Mummies Don't Coach Softball (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey
"What Scares You The Most? (Nightmare Room Thrillogy, 2)",R. L. Stine
Writing Romances: A Handbook by the Romance Writers of America,Rita Gallagher
On Thin Ice,Lynn Erickson
Once upon a Midnight Moon,Carol Finch
The Jumbo Duct Tape Book,Jim Berg
Wild Bride (Heartfire Romance),Jeanne Montague
NIGHTWAY,Janet Dailey
Girl in Brown Wrapper,MacDonald D.
Princess Charming,Jane Heller
"Seduction Of Fiona Tallchief (Man Of The Month/The Tallchiefs) (Desire , No 1135)",Cait London
Smoky Valley,Donald Hamilton
Desperate Hearts,Alexis Harrington
Heirs of Empire,David Weber
Flight of Fantasy,Valerie Parv
Loving Evangeline (American Hero) (American Hero),Linda Howard
"Tenderly (That Special Woman) (Harlequin Special Edition, No 1147)",Cheryl Reavis
"Man From Shadow Valley (Secret Fantasies) (Harlequin Temptation, No 538)",Regan Forest
"The Timekeeper Conspiracy (Time Wars, No. 2)",Simon Hawke
Destiny Strikes Twice (Loveswept),Maris Soule
"His Brother'S Child (Baby Boom) (Harlequin Romance, No 3450)",Lucy Gordon
Daddy'S Home (Love Inspired),Deb Kastner
This Child of Mine,Lois Richer
Swan Necklace,Peggy Hanchar
"Winter'S Bride (Harlequin Historical, No. 477)",Catherine Archer
Sweet Fierce Fires,Joyce Myrus
Case Of The Mesmerizing Boss (And the Winner Is),Diana Palmer
"Ready - Made Family (Silhouette Special Edition, No 1114)",Laurie Paige
River Sprite (Harlequin Historical No 218),Kate Kingsley
"Tender Trap (Silhouette Desire, No 1047)",Wayne Barton
"Taming Of Reid Donovan  (Southern Knights) (Harlequin Intimate Moments, No 824)",Marilyn Pappano
"Unlikely Hero (Harlequin Temptation, 722)",Sandy Steen
"You Must Rememeber This  (36 Hours) (36 Hours , No 12)",Marilyn Pappano
Never Love a Cowboy,JILL GREGORY
"Cold Night, Warm Stranger",Jill Gregory
MONTANA SKIES,Jan McKee
After All,Jill Marie Landis
Old Moccasins on the Trail (Floating Outfit Story),J.T. Edson
1700: Scenes from London Life,Maureen Waller
"Cowboy Cootchie - Coo (Accidental Dads) (Harlequin American Romance , No 748)",Tina Leonard
"Forest Of The Night  (The Circle) (Silhouette Shadows, No 66)",Evelyn Vaughn
"Silver Slaughter (Canyon O'Grady, No 2)",Jon Sharpe
The Hostage Bride,Janet Dailey
"After The Music (Silhouette Romances, No 406)",Diana Palmer
Natural Blonde,Liz Smith
Whose Voice the Waters Heard: A WWII Novel,Robert Vaughan
"Dark Harbor: Building House and Home on an Enchanted Island (Mehta, Ved, Continents of Exile.)",Ved Mehta
Making Scrapbooks: Complete Guide to Preserving Your Treasured Memories,Vanessa-Ann
Napoleon Hill's Keys to Success: The 17 Principles of Personal Achievement,Napoleon Hill
The Most Beautiful Villages of England,James Bentley
The Lost Garden: A Novel,Helen Humphreys
Savannah,Eugenia Price
Murder In the White House,Margaret Truman
Questions on Prophecy,Salem Kirban
Now I Lay Me Down to Sleep,Lurlene McDaniel
Highland Laddie Gone,Sharyn McCrumb
No More Homework No More Tests,Bruce Lansky
Alice's Adventures in Wonderland (Troll Illustrated Classics),Lewis Carroll
"Ducks in Muck (Step-Into-Reading, Step 1)",LORI HASKINS
Gus Was a Gorgeous Ghost,Jane Thayer
"The Mystery in the Mall (Boxcar Children Mysteries, 72)",Gertrude Chandler Warner
"Six Sticks (Step into Reading, Early, paper)",Molly Coxe
"Manassas (Civil War Battle Series/James Reasoner, Bk 1)",James Reasoner
The Sound of Snow,Katherine Kingsley
A Tale of Two Vikings,Sandra Hill
Dove's Way,LINDA FRANCIS LEE
Sister of the Moon,Janeen O'Kerry
The Tombstone Rose,Annie McKnight
"HEART TOO PROUD, A",LAURA LONDON
Four In Hand,Stephanie Laurens
"Knight In A White Stetson  (Way Out West) (Silhouette Intimate Moments, 930)",Claire King
